NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 75%69190	DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 75%69190	Details ...	32	-0.6846011	-2.1491923	0.002754821	0.46306407	1.0	2737	tags=63%, list=20%, signal=78%	
DOWNSTREAM SIGNAL TRANSDUCTION%REACTOME%R-HSA-186763.2	DOWNSTREAM SIGNAL TRANSDUCTION%REACTOME%R-HSA-186763.2	Details ...	25	-0.7432449	-2.1474206	0.005154639	0.43446043	1.0	3	tags=4%, list=0%, signal=4%	
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	Details ...	28	-0.7205495	-2.1349332	0.008196721	0.4549812	1.0	170	tags=11%, list=1%, signal=11%	
REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039531	REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039531	Details ...	15	-0.7991213	-2.1259842	0.0076530613	0.4615081	1.0	7	tags=7%, list=0%, signal=7%	
SYNAPTIC VESICLE TRANSPORT%GOBP%GO:0048489	SYNAPTIC VESICLE TRANSPORT%GOBP%GO:0048489	Details ...	60	-0.64699525	-2.1196806	0.0	0.46095654	1.0	1944	tags=42%, list=14%, signal=48%	
HALLMARK_E2F_TARGETS%MSIGDB_C2%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS%MSIGDB_C2%HALLMARK_E2F_TARGETS	Details ...	151	-0.5517383	-2.1173747	0.0	0.44261646	1.0	2890	tags=42%, list=21%, signal=52%	
ESTABLISHMENT OF SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097480	ESTABLISHMENT OF SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097480	Details ...	60	-0.64699525	-2.0963578	0.0	0.5028086	1.0	1944	tags=42%, list=14%, signal=48%	
BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY	BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY	Details ...	23	-0.7207647	-2.09525	0.01058201	0.48174614	1.0	3	tags=4%, list=0%, signal=4%	
NEUROTRANSMITTER TRANSPORT%GOBP%GO:0006836	NEUROTRANSMITTER TRANSPORT%GOBP%GO:0006836	Details ...	109	-0.5672519	-2.0944378	0.0	0.46048635	1.0	1944	tags=34%, list=14%, signal=39%	
BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY	BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY		19	-0.74832976	-2.0929272	0.0053619305	0.44435108	1.0	3	tags=5%, list=0%, signal=5%	
INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS%REACTOME DATABASE ID RELEASE 75%177243	INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS%REACTOME DATABASE ID RELEASE 75%177243		33	-0.66566664	-2.0880795	0.0028089888	0.4417418	1.0	5	tags=3%, list=0%, signal=3%	
TRANSLESION SYNTHESIS BY POLH%REACTOME DATABASE ID RELEASE 75%110320	TRANSLESION SYNTHESIS BY POLH%REACTOME DATABASE ID RELEASE 75%110320		19	-0.7536611	-2.0804465	0.010610079	0.4489595	1.0	754	tags=26%, list=5%, signal=28%	
MULTI-ORGANISM BEHAVIOR%GOBP%GO:0051705	MULTI-ORGANISM BEHAVIOR%GOBP%GO:0051705		25	-0.7102006	-2.0773752	0.0057636886	0.44154346	1.0	1522	tags=36%, list=11%, signal=40%	
SYNAPTIC_VESICLE_TRAFFICKING%PANTHER PATHWAY%P05734	SYNAPTIC_VESICLE_TRAFFICKING%PANTHER PATHWAY%P05734		22	-0.73653895	-2.0748584	0.008086253	0.43294165	1.0	1944	tags=59%, list=14%, signal=69%	
ERROR-FREE TRANSLESION SYNTHESIS%GOBP%GO:0070987	ERROR-FREE TRANSLESION SYNTHESIS%GOBP%GO:0070987		22	-0.7328995	-2.074692	0.01058201	0.41710234	1.0	754	tags=23%, list=5%, signal=24%	
REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0046928	REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0046928		39	-0.64832467	-2.071556	0.014662757	0.412225	1.0	1944	tags=44%, list=14%, signal=51%	
ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0071616	ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0071616		33	-0.6612161	-2.0682833	0.0089552235	0.40816027	1.0	389	tags=9%, list=3%, signal=9%	
SOCIAL BEHAVIOR%GOBP%GO:0035176	SOCIAL BEHAVIOR%GOBP%GO:0035176		23	-0.71958625	-2.0680308	0.016438356	0.39472976	1.0	1522	tags=39%, list=11%, signal=44%	
CALCIUM ION REGULATED EXOCYTOSIS%GOBP%GO:0017156	CALCIUM ION REGULATED EXOCYTOSIS%GOBP%GO:0017156		48	-0.64349306	-2.0529616	0.0028248588	0.42876285	1.0	719	tags=31%, list=5%, signal=33%	
POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051057	POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051057		45	-0.6347877	-2.0447702	0.0029325513	0.44150546	1.0	243	tags=9%, list=2%, signal=9%	
INTRASPECIES INTERACTION BETWEEN ORGANISMS%GOBP%GO:0051703	INTRASPECIES INTERACTION BETWEEN ORGANISMS%GOBP%GO:0051703		23	-0.71958625	-2.043699	0.0	0.4308982	1.0	1522	tags=39%, list=11%, signal=44%	
PDGFR-ALPHA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-ALPHA SIGNALING PATHWAY	PDGFR-ALPHA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-ALPHA SIGNALING PATHWAY		20	-0.72153884	-2.0273974	0.010958904	0.469078	1.0	278	tags=10%, list=2%, signal=10%	
PID_IGF1_PATHWAY%MSIGDB_C2%PID_IGF1_PATHWAY	PID_IGF1_PATHWAY%MSIGDB_C2%PID_IGF1_PATHWAY		22	-0.72841275	-2.026093	0.023529412	0.459705	1.0	3	tags=5%, list=0%, signal=5%	
THIOESTER BIOSYNTHETIC PROCESS%GOBP%GO:0035384	THIOESTER BIOSYNTHETIC PROCESS%GOBP%GO:0035384		33	-0.6612161	-2.0122948	0.01754386	0.49097788	1.0	389	tags=9%, list=3%, signal=9%	
SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0035249	SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0035249		17	-0.73232156	-2.0099416	0.02688172	0.484831	1.0	2599	tags=59%, list=19%, signal=72%	
REGULATION OF SYNAPTIC VESICLE CYCLE%GOBP%GO:0098693	REGULATION OF SYNAPTIC VESICLE CYCLE%GOBP%GO:0098693		35	-0.64055955	-2.0066552	0.007874016	0.4821415	1.0	1944	tags=46%, list=14%, signal=53%	
REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000300	REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000300		24	-0.6966121	-2.0017636	0.025352113	0.48532498	1.0	747	tags=38%, list=5%, signal=40%	
PROTEIN LOCALIZATION TO KINETOCHORE%GOBP%GO:0034501	PROTEIN LOCALIZATION TO KINETOCHORE%GOBP%GO:0034501		15	-0.7464672	-2.0006487	0.013227513	0.47628808	1.0	1762	tags=60%, list=13%, signal=69%	
IGF1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IGF1 PATHWAY	IGF1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IGF1 PATHWAY		30	-0.680929	-1.9997163	0.01369863	0.46738255	1.0	3	tags=3%, list=0%, signal=3%	
FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0035337	FATTY-ACYL-COA METABOLIC PROCESS%GOBP%GO:0035337		34	-0.653268	-1.997394	0.009375	0.4628916	1.0	389	tags=9%, list=3%, signal=9%	
REV-MEDIATED NUCLEAR EXPORT OF HIV RNA%REACTOME%R-HSA-165054.2	REV-MEDIATED NUCLEAR EXPORT OF HIV RNA%REACTOME%R-HSA-165054.2		31	-0.6811698	-1.9962116	0.016949153	0.45484567	1.0	5	tags=3%, list=0%, signal=3%	
POSITIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014015	POSITIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014015		23	-0.6898854	-1.9941078	0.03314917	0.4499552	1.0	3	tags=4%, list=0%, signal=4%	
REGULATION OF SYNAPTIC VESICLE TRANSPORT%GOBP%GO:1902803	REGULATION OF SYNAPTIC VESICLE TRANSPORT%GOBP%GO:1902803		28	-0.67632157	-1.9938271	0.02359882	0.44054064	1.0	747	tags=32%, list=5%, signal=34%	
PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY	PID_IFNG_PATHWAY%MSIGDB_C2%PID_IFNG_PATHWAY		27	-0.6676296	-1.9892852	0.008982036	0.44317394	1.0	3	tags=4%, list=0%, signal=4%	
SYNAPTIC VESICLE CYCLE%GOBP%GO:0099504	SYNAPTIC VESICLE CYCLE%GOBP%GO:0099504		74	-0.59584415	-1.9878557	0.0030487804	0.43750313	1.0	1944	tags=38%, list=14%, signal=44%	
POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046579	POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046579		43	-0.6279198	-1.9874699	0.008571428	0.42931953	1.0	243	tags=7%, list=2%, signal=7%	
CELL CYCLE DNA REPLICATION%GOBP%GO:0044786	CELL CYCLE DNA REPLICATION%GOBP%GO:0044786		52	-0.6045301	-1.987299	0.003058104	0.42093322	1.0	2890	tags=50%, list=21%, signal=63%	
DNA SYNTHESIS INVOLVED IN DNA REPAIR%GOBP%GO:0000731	DNA SYNTHESIS INVOLVED IN DNA REPAIR%GOBP%GO:0000731		49	-0.59527075	-1.9820075	0.0065146578	0.4266783	1.0	445	tags=14%, list=3%, signal=15%	
SIGNALING BY ERYTHROPOIETIN%REACTOME%R-HSA-9006335.2	SIGNALING BY ERYTHROPOIETIN%REACTOME%R-HSA-9006335.2		19	-0.7176457	-1.9811646	0.023076924	0.41999075	1.0	3	tags=5%, list=0%, signal=5%	
G1 S-SPECIFIC TRANSCRIPTION%REACTOME DATABASE ID RELEASE 75%69205	G1 S-SPECIFIC TRANSCRIPTION%REACTOME DATABASE ID RELEASE 75%69205		28	-0.6496874	-1.9796536	0.025	0.41554976	1.0	1762	tags=36%, list=13%, signal=41%	
NUCLEAR DNA REPLICATION%GOBP%GO:0033260	NUCLEAR DNA REPLICATION%GOBP%GO:0033260		51	-0.6046722	-1.9707855	0.011560693	0.4297517	1.0	2890	tags=51%, list=21%, signal=64%	
BIOCARTA_IL2RB_PATHWAY%MSIGDB_C2%BIOCARTA_IL2RB_PATHWAY	BIOCARTA_IL2RB_PATHWAY%MSIGDB_C2%BIOCARTA_IL2RB_PATHWAY		22	-0.66908336	-1.9686121	0.038781162	0.4275271	1.0	3	tags=5%, list=0%, signal=5%	
NEGATIVE REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050687	NEGATIVE REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050687		16	-0.7451414	-1.9654477	0.025641026	0.4270984	1.0	7	tags=6%, list=0%, signal=6%	
DNA REPLICATION%WIKIPATHWAYS_20210210%WP466%HOMO SAPIENS	DNA REPLICATION%WIKIPATHWAYS_20210210%WP466%HOMO SAPIENS		27	-0.6822202	-1.9549325	0.026865672	0.44465476	1.0	1124	tags=33%, list=8%, signal=36%	
PID_PDGFRA_PATHWAY%MSIGDB_C2%PID_PDGFRA_PATHWAY	PID_PDGFRA_PATHWAY%MSIGDB_C2%PID_PDGFRA_PATHWAY		16	-0.74076015	-1.9507881	0.032786883	0.44763163	1.0	278	tags=13%, list=2%, signal=13%	
GLUCONEOGENESIS%REACTOME DATABASE ID RELEASE 75%70263	GLUCONEOGENESIS%REACTOME DATABASE ID RELEASE 75%70263		25	-0.6787507	-1.9490852	0.028985508	0.4442012	1.0	4	tags=4%, list=0%, signal=4%	
CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006695	CHOLESTEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006695		29	-0.6503876	-1.9486136	0.018716577	0.43757805	1.0	2598	tags=66%, list=19%, signal=80%	
FLUOROPYRIMIDINE ACTIVITY%WIKIPATHWAYS_20210210%WP1601%HOMO SAPIENS	FLUOROPYRIMIDINE ACTIVITY%WIKIPATHWAYS_20210210%WP1601%HOMO SAPIENS		19	-0.7020164	-1.9477471	0.02538071	0.43213958	1.0	2651	tags=68%, list=19%, signal=84%	
PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY	PID_E2F_PATHWAY%MSIGDB_C2%PID_E2F_PATHWAY		52	-0.5966961	-1.9456768	0.006666667	0.4300464	1.0	1768	tags=27%, list=13%, signal=31%	
NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819	NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819		23	-0.670895	-1.9430976	0.025714286	0.42907327	1.0	1347	tags=43%, list=10%, signal=48%	
CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%191273	CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 75%191273		22	-0.68942577	-1.9413033	0.021680217	0.42624247	1.0	2598	tags=68%, list=19%, signal=84%	
DRUG TRANSMEMBRANE TRANSPORT%GOBP%GO:0006855	DRUG TRANSMEMBRANE TRANSPORT%GOBP%GO:0006855		49	-0.5944817	-1.941177	0.021148037	0.41978276	1.0	1578	tags=18%, list=11%, signal=21%	
SPINDLE CHECKPOINT%GOBP%GO:0031577	SPINDLE CHECKPOINT%GOBP%GO:0031577		21	-0.662544	-1.9398662	0.02688172	0.41605565	1.0	1347	tags=43%, list=10%, signal=47%	
MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364	MONOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046364		38	-0.61523145	-1.938825	0.013513514	0.41229886	1.0	137	tags=5%, list=1%, signal=5%	
VESICLE-MEDIATED TRANSPORT IN SYNAPSE%GOBP%GO:0099003	VESICLE-MEDIATED TRANSPORT IN SYNAPSE%GOBP%GO:0099003		81	-0.5797601	-1.9363247	0.0057471264	0.41171238	1.0	1944	tags=36%, list=14%, signal=41%	
TRANSLESION SYNTHESIS%GOBP%GO:0019985	TRANSLESION SYNTHESIS%GOBP%GO:0019985		42	-0.63489866	-1.9345499	0.02173913	0.40979207	1.0	754	tags=19%, list=5%, signal=20%	
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100	NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100		22	-0.6724201	-1.9338024	0.021680217	0.40562606	1.0	1347	tags=45%, list=10%, signal=50%	
INTERLEUKIN-3, INTERLEUKIN-5 AND GM-CSF SIGNALING%REACTOME DATABASE ID RELEASE 75%512988	INTERLEUKIN-3, INTERLEUKIN-5 AND GM-CSF SIGNALING%REACTOME DATABASE ID RELEASE 75%512988		25	-0.67058307	-1.9322512	0.03988604	0.40356177	1.0	3	tags=4%, list=0%, signal=4%	
POSTREPLICATION REPAIR%GOBP%GO:0006301	POSTREPLICATION REPAIR%GOBP%GO:0006301		52	-0.57721806	-1.9315056	0.015060241	0.3994522	1.0	445	tags=13%, list=3%, signal=14%	
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120	MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120		39	-0.6142361	-1.9313755	0.024464833	0.39405325	1.0	2009	tags=46%, list=14%, signal=54%	
EPHA FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHA FORWARD SIGNALING	EPHA FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHA FORWARD SIGNALING		25	-0.667604	-1.930601	0.03988604	0.39006862	1.0	92	tags=8%, list=1%, signal=8%	
PID_EPHA_FWDPATHWAY%MSIGDB_C2%PID_EPHA_FWDPATHWAY	PID_EPHA_FWDPATHWAY%MSIGDB_C2%PID_EPHA_FWDPATHWAY		20	-0.7066949	-1.9302856	0.042895444	0.38530332	1.0	92	tags=10%, list=1%, signal=10%	
DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GOBP%GO:0006336	DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GOBP%GO:0006336		38	-0.6300733	-1.9298482	0.021875	0.38096592	1.0	2477	tags=37%, list=18%, signal=45%	
TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE%REACTOME%R-HSA-110313.1	TRANSLESION SYNTHESIS BY Y FAMILY DNA POLYMERASES BYPASSES LESIONS ON DNA TEMPLATE%REACTOME%R-HSA-110313.1		39	-0.6235323	-1.9258139	0.011494253	0.3841318	1.0	754	tags=18%, list=5%, signal=19%	
SIGNALLING TO ERKS%REACTOME DATABASE ID RELEASE 75%187687	SIGNALLING TO ERKS%REACTOME DATABASE ID RELEASE 75%187687		31	-0.6342062	-1.9247879	0.021447722	0.38113934	1.0	468	tags=13%, list=3%, signal=13%	
REGULATION OF NEUROTRANSMITTER TRANSPORT%GOBP%GO:0051588	REGULATION OF NEUROTRANSMITTER TRANSPORT%GOBP%GO:0051588		60	-0.56286746	-1.920737	0.0061919503	0.3840913	1.0	2195	tags=37%, list=16%, signal=43%	
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%HUMANCYC%PWY66-5		25	-0.6705106	-1.9204005	0.03380282	0.37979874	1.0	2236	tags=64%, list=16%, signal=76%	
GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME DATABASE ID RELEASE 75%888590	GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME DATABASE ID RELEASE 75%888590		15	-0.74608403	-1.9182601	0.030379746	0.3792091	1.0	2374	tags=60%, list=17%, signal=72%	
DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GOBP%GO:0034724	DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GOBP%GO:0034724		39	-0.6222855	-1.915404	0.020833334	0.37975985	1.0	2477	tags=36%, list=18%, signal=44%	
PROTEIN LOCALIZATION TO CHROMOSOME, CENTROMERIC REGION%GOBP%GO:0071459	PROTEIN LOCALIZATION TO CHROMOSOME, CENTROMERIC REGION%GOBP%GO:0071459		19	-0.6830347	-1.9151329	0.035714287	0.3755522	1.0	1762	tags=53%, list=13%, signal=60%	
SIGNALING BY PDGF%REACTOME%R-HSA-186797.4	SIGNALING BY PDGF%REACTOME%R-HSA-186797.4		44	-0.59057516	-1.9138144	0.014005602	0.3736244	1.0	3	tags=2%, list=0%, signal=2%	
PID_EPO_PATHWAY%MSIGDB_C2%PID_EPO_PATHWAY	PID_EPO_PATHWAY%MSIGDB_C2%PID_EPO_PATHWAY		23	-0.6720087	-1.9118016	0.033994336	0.37295178	1.0	3	tags=4%, list=0%, signal=4%	
STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0016126	STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0016126		32	-0.6190393	-1.9106776	0.031073445	0.37072337	1.0	2598	tags=63%, list=19%, signal=77%	
REGULATION OF CALCIUM ION-DEPENDENT EXOCYTOSIS%GOBP%GO:0017158	REGULATION OF CALCIUM ION-DEPENDENT EXOCYTOSIS%GOBP%GO:0017158		47	-0.60037374	-1.9092817	0.011730205	0.36885276	1.0	1944	tags=45%, list=14%, signal=52%	
SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653	SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653		29	-0.6503876	-1.9086556	0.04360465	0.36579743	1.0	2598	tags=66%, list=19%, signal=80%	
EXOCYTIC PROCESS%GOBP%GO:0140029	EXOCYTIC PROCESS%GOBP%GO:0140029		42	-0.61207604	-1.90576	0.030303031	0.3668211	1.0	1429	tags=29%, list=10%, signal=32%	
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:2000816	NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:2000816		22	-0.6599991	-1.9047942	0.016949153	0.36440957	1.0	1347	tags=41%, list=10%, signal=45%	
GLUCONEOGENESIS%GOBP%GO:0006094	GLUCONEOGENESIS%GOBP%GO:0006094		32	-0.62511986	-1.8972621	0.03888889	0.37440345	1.0	4	tags=3%, list=0%, signal=3%	
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY		27	-0.62696356	-1.8946527	0.035519127	0.3752939	1.0	3	tags=4%, list=0%, signal=4%	
EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY	EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY		28	-0.63467544	-1.8897245	0.025352113	0.38038376	1.0	583	tags=11%, list=4%, signal=11%	
POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463	POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463		19	-0.6630419	-1.8882458	0.028350515	0.3793237	1.0	1944	tags=53%, list=14%, signal=61%	
DNA REPLICATION INITIATION%GOBP%GO:0006270	DNA REPLICATION INITIATION%GOBP%GO:0006270		38	-0.5985966	-1.8863597	0.020588236	0.37854314	1.0	1312	tags=32%, list=9%, signal=35%	
ACTIVATION OF MAPKK ACTIVITY%GOBP%GO:0000186	ACTIVATION OF MAPKK ACTIVITY%GOBP%GO:0000186		29	-0.6084997	-1.8855314	0.031609196	0.37598076	1.0	330	tags=10%, list=2%, signal=11%	
NEGATIVE REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051985	NEGATIVE REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051985		28	-0.6210103	-1.8834956	0.03133903	0.37553743	1.0	1347	tags=36%, list=10%, signal=39%	
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841		21	-0.66157234	-1.8767391	0.04155844	0.3838082	1.0	1347	tags=43%, list=10%, signal=47%	
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773		69	-0.55517757	-1.8756864	0.012232416	0.38179958	1.0	2052	tags=36%, list=15%, signal=42%	
LEARNING%GOBP%GO:0007612	LEARNING%GOBP%GO:0007612		48	-0.5691002	-1.874697	0.0259366	0.3798953	1.0	2294	tags=44%, list=16%, signal=52%	
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 75%176187	ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 75%176187		36	-0.61007154	-1.8728243	0.029673591	0.37937745	1.0	3233	tags=50%, list=23%, signal=65%	
