NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.4	EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.4		90	0.6004343	2.173958	0.0	1.1661029E-4	0.003	4551	tags=72%, list=33%, signal=107%	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614		89	0.5963527	2.1706688	0.0	1.12589245E-4	0.003	4551	tags=73%, list=33%, signal=108%	
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.2	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.2		90	0.5961047	2.162931	0.0	1.0883628E-4	0.003	4554	tags=73%, list=33%, signal=108%	
POSITIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0045766	POSITIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0045766		97	0.594944	2.1621027	0.0	1.05325424E-4	0.003	2333	tags=44%, list=17%, signal=53%	
HALLMARK_ALLOGRAFT_REJECTION%MSIGDB_C2%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION%MSIGDB_C2%HALLMARK_ALLOGRAFT_REJECTION		73	0.60040957	2.1474423	0.0	2.0408067E-4	0.006	1947	tags=38%, list=14%, signal=44%	
NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777	NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777		112	0.5760923	2.14542	0.0	2.3148597E-4	0.007	2281	tags=40%, list=16%, signal=48%	
PLATELET DEGRANULATION%REACTOME DATABASE ID RELEASE 75%114608	PLATELET DEGRANULATION%REACTOME DATABASE ID RELEASE 75%114608		90	0.58984464	2.1431983	0.0	2.2467755E-4	0.007	2700	tags=47%, list=19%, signal=58%	
REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022407	REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022407		198	0.53823143	2.140662	0.0	2.182582E-4	0.007	2676	tags=40%, list=19%, signal=49%	
POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409	POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409		120	0.561234	2.140364	0.0	2.1219547E-4	0.007	2022	tags=40%, list=15%, signal=46%	
NEGATIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050866	NEGATIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050866		73	0.6102557	2.133974	0.0	2.6648535E-4	0.009	2022	tags=40%, list=15%, signal=46%	
NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070664	NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070664		24	0.75325376	2.1280534	0.0	3.463436E-4	0.012	2751	tags=63%, list=20%, signal=78%	
REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037		131	0.55804825	2.1274462	0.0	3.37463E-4	0.012	2022	tags=37%, list=15%, signal=43%	
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK		54	0.6466486	2.1270385	0.0	3.2902643E-4	0.012	1981	tags=44%, list=14%, signal=52%	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910		20	0.7668677	2.111878	0.0	4.82381E-4	0.018	737	tags=35%, list=5%, signal=37%	
RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2+%REACTOME%R-HSA-76005.2	RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2+%REACTOME%R-HSA-76005.2		95	0.5768275	2.1117496	0.0	4.7089576E-4	0.018	2700	tags=45%, list=19%, signal=56%	
PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221	PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221		76	0.5993225	2.1102061	0.0	4.8557724E-4	0.019	3669	tags=61%, list=26%, signal=82%	
REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090049	REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090049		27	0.7164765	2.106697	0.0	5.245567E-4	0.021	2303	tags=63%, list=17%, signal=75%	
REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401	REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401		28	0.7149628	2.0987053	0.0	5.615406E-4	0.023	1152	tags=43%, list=8%, signal=47%	
CYTOPLASMIC TRANSLATION%GOBP%GO:0002181	CYTOPLASMIC TRANSLATION%GOBP%GO:0002181		106	0.56868184	2.0985634	0.0	5.493332E-4	0.023	4551	tags=68%, list=33%, signal=100%	
BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS	BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS		35	0.68184674	2.0982869	0.0	5.3764525E-4	0.023	3217	tags=69%, list=23%, signal=89%	
NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695	NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695		61	0.6157645	2.0956805	0.0	5.720253E-4	0.025	2022	tags=41%, list=15%, signal=48%	
POSITIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042102	POSITIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042102		32	0.70427376	2.0915086	0.0	6.2787486E-4	0.028	1150	tags=44%, list=8%, signal=48%	
COLLAGEN FORMATION%REACTOME%R-HSA-1474290.3	COLLAGEN FORMATION%REACTOME%R-HSA-1474290.3		74	0.59592223	2.0905912	0.0	6.153174E-4	0.028	4119	tags=70%, list=30%, signal=99%	
REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677	REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677		36	0.6787285	2.0887134	0.0	6.248704E-4	0.029	708	tags=19%, list=5%, signal=20%	
VITAMIN D RECEPTOR PATHWAY%WIKIPATHWAYS_20210210%WP2877%HOMO SAPIENS	VITAMIN D RECEPTOR PATHWAY%WIKIPATHWAYS_20210210%WP2877%HOMO SAPIENS		69	0.604684	2.0854108	0.0	6.342148E-4	0.03	2533	tags=46%, list=18%, signal=56%	
PLATELET DEGRANULATION%GOBP%GO:0002576	PLATELET DEGRANULATION%GOBP%GO:0002576		88	0.57433516	2.0839531	0.0	6.4302614E-4	0.031	2686	tags=45%, list=19%, signal=56%	
REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249	REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249		183	0.5275384	2.0837262	0.0	6.3111825E-4	0.031	3480	tags=46%, list=25%, signal=61%	
SELENOCYSTEINE SYNTHESIS%REACTOME DATABASE ID RELEASE 75%2408557	SELENOCYSTEINE SYNTHESIS%REACTOME DATABASE ID RELEASE 75%2408557		90	0.5818415	2.0830507	0.0	6.3994265E-4	0.032	4551	tags=71%, list=33%, signal=105%	
POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671	POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671		46	0.635044	2.0788884	0.0	6.677461E-4	0.034	1344	tags=35%, list=10%, signal=38%	
REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660	REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660		61	0.6099565	2.0780437	0.0	7.142126E-4	0.037	2596	tags=46%, list=19%, signal=56%	
REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001936	REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001936		94	0.5641633	2.078036	0.0	7.018986E-4	0.037	2333	tags=34%, list=17%, signal=41%	
TRANSLATIONAL INITIATION%GOBP%GO:0006413	TRANSLATIONAL INITIATION%GOBP%GO:0006413		121	0.5557487	2.0752773	0.0	7.2722667E-4	0.039	4551	tags=62%, list=33%, signal=91%	
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032233	POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032233		41	0.64680505	2.074772	0.0	7.7038177E-4	0.042	2216	tags=49%, list=16%, signal=58%	
REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904035	REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904035		42	0.6455423	2.074126	0.0	7.5775245E-4	0.042	2562	tags=55%, list=18%, signal=67%	
POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039	POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039		96	0.5740341	2.0708003	0.0	7.8059256E-4	0.044	2022	tags=42%, list=15%, signal=48%	
HALLMARK_COAGULATION%MSIGDB_C2%HALLMARK_COAGULATION	HALLMARK_COAGULATION%MSIGDB_C2%HALLMARK_COAGULATION		58	0.6094145	2.067989	0.0	8.9038524E-4	0.051	2270	tags=45%, list=16%, signal=53%	
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946		47	0.63354486	2.0655565	0.0	9.279283E-4	0.054	1344	tags=34%, list=10%, signal=38%	
CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20210210%WP477%HOMO SAPIENS	CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20210210%WP477%HOMO SAPIENS		82	0.5825766	2.0620363	0.0	9.303955E-4	0.055	4551	tags=68%, list=33%, signal=101%	
REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678	REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678		179	0.5275281	2.0601397	0.0	9.993829E-4	0.06	2998	tags=39%, list=22%, signal=48%	
INTERLEUKIN-4 AND INTERLEUKIN-13 SIGNALING%REACTOME DATABASE ID RELEASE 75%6785807	INTERLEUKIN-4 AND INTERLEUKIN-13 SIGNALING%REACTOME DATABASE ID RELEASE 75%6785807		64	0.59641844	2.0560434	0.0	0.0010010456	0.061	2264	tags=50%, list=16%, signal=59%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0072599	ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0072599		107	0.5619265	2.0539906	0.0	0.0010834364	0.066	4551	tags=71%, list=33%, signal=105%	
EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0022617	EXTRACELLULAR MATRIX DISASSEMBLY%GOBP%GO:0022617		38	0.66412926	2.0508115	0.0	0.0011630089	0.071	2784	tags=63%, list=20%, signal=79%	
CELL SURFACE INTERACTIONS AT THE VASCULAR WALL%REACTOME DATABASE ID RELEASE 75%202733	CELL SURFACE INTERACTIONS AT THE VASCULAR WALL%REACTOME DATABASE ID RELEASE 75%202733		69	0.59111285	2.04994	0.0	0.0011463945	0.071	2258	tags=41%, list=16%, signal=48%	
PROTEIN TARGETING TO ER%GOBP%GO:0045047	PROTEIN TARGETING TO ER%GOBP%GO:0045047		104	0.5581147	2.0478864	0.0	0.0011922094	0.074	4551	tags=70%, list=33%, signal=104%	
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103	POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103		137	0.5405732	2.047416	0.0	0.0011907264	0.075	2998	tags=39%, list=22%, signal=49%	
NEGATIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050672	NEGATIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050672		21	0.7425075	2.0440488	0.0	0.001219872	0.078	1871	tags=52%, list=13%, signal=60%	
VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS	VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS		44	0.63256365	2.0394762	0.0	0.001337297	0.086	2343	tags=52%, list=17%, signal=63%	
NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162	NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162		155	0.52826136	2.038868	0.0	0.0013341754	0.087	2431	tags=37%, list=17%, signal=44%	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GOBP%GO:0000184	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GOBP%GO:0000184		110	0.5466608	2.0377724	0.0	0.0013311058	0.088	4551	tags=64%, list=33%, signal=94%	
LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS	LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS		27	0.6997943	2.0359943	0.0	0.0013138187	0.088	1844	tags=48%, list=13%, signal=55%	
NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032945	NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032945		21	0.7425075	2.0347655	0.0	0.0013535554	0.092	1871	tags=52%, list=13%, signal=60%	
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685		97	0.54688865	2.0346074	0.0	0.0013364217	0.092	2903	tags=37%, list=21%, signal=47%	
CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869	CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869		22	0.7396788	2.03263	0.0	0.00134719	0.094	1609	tags=41%, list=12%, signal=46%	
NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423	NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423		23	0.712706	2.0316806	0.0	0.001344081	0.095	3219	tags=78%, list=23%, signal=102%	
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496	POSITIVE REGULATION OF STRESS FIBER ASSEMBLY%GOBP%GO:0051496		37	0.65013266	2.0314586	0.0	0.0013276897	0.095	2121	tags=49%, list=15%, signal=57%	
UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING		24	0.71794873	2.0307496	0.0	0.0013116935	0.095	2742	tags=58%, list=20%, signal=73%	
NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.2	NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.2		110	0.54182124	2.024766	0.0	0.0015056401	0.11	4551	tags=64%, list=33%, signal=94%	
HALLMARK_APOPTOSIS%MSIGDB_C2%HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS%MSIGDB_C2%HALLMARK_APOPTOSIS		97	0.5497411	2.0243313	0.0	0.0015009324	0.11	1919	tags=36%, list=14%, signal=42%	
LEUKOCYTE HOMEOSTASIS%GOBP%GO:0001776	LEUKOCYTE HOMEOSTASIS%GOBP%GO:0001776		19	0.7468612	2.0230796	0.0	0.0014963227	0.111	1854	tags=42%, list=13%, signal=49%	
RESPONSE TO INTERFERON-GAMMA%GOBP%GO:0034341	RESPONSE TO INTERFERON-GAMMA%GOBP%GO:0034341		65	0.5920033	2.020809	0.0	0.0015418327	0.115	1589	tags=35%, list=11%, signal=40%	
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.3	TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.3		58	0.6024363	2.0187416	0.0	0.0015990447	0.119	4297	tags=62%, list=31%, signal=89%	
KERATINOCYTE DIFFERENTIATION%GOBP%GO:0030216	KERATINOCYTE DIFFERENTIATION%GOBP%GO:0030216		32	0.66966456	2.01859	0.0	0.0015935657	0.119	2343	tags=53%, list=17%, signal=64%	
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 75%72662	ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 75%72662		59	0.6034451	2.0185637	0.0	0.0015758595	0.119	4297	tags=63%, list=31%, signal=90%	
POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050679	POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050679		110	0.546956	2.0175571	0.0	0.0015585424	0.119	2998	tags=40%, list=22%, signal=51%	
RESPONSE TO CHEMOKINE%GOBP%GO:1990868	RESPONSE TO CHEMOKINE%GOBP%GO:1990868		22	0.7396788	2.0154855	0.0	0.0015772347	0.121	1609	tags=41%, list=12%, signal=46%	
SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS	SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS		27	0.69312686	2.014557	0.0	0.0016314066	0.127	3041	tags=67%, list=22%, signal=85%	
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824	NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824		33	0.6720554	2.0145056	0.0	0.0016140513	0.127	1146	tags=33%, list=8%, signal=36%	
