NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249	REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249	Details ...	183	0.64754176	2.1934416	0.0	8.555643E-5	0.001	1861	tags=36%, list=13%, signal=41%	
REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863	REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863	Details ...	129	0.66782236	2.1879604	0.0	7.8975165E-5	0.001	1861	tags=40%, list=13%, signal=46%	
POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039	POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039	Details ...	96	0.69610137	2.18291	0.0	7.3334086E-5	0.001	1828	tags=45%, list=13%, signal=51%	
NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777	NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777	Details ...	112	0.6701276	2.1739497	0.0	6.8445144E-5	0.001	1831	tags=41%, list=13%, signal=47%	
REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042129	REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042129	Details ...	52	0.75349176	2.1721137	0.0	6.416732E-5	0.001	1678	tags=52%, list=12%, signal=59%	
POSITIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050870	POSITIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050870	Details ...	85	0.6948972	2.169087	0.0	6.0392777E-5	0.001	1828	tags=44%, list=13%, signal=50%	
POSITIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0045766	POSITIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0045766	Details ...	97	0.68285686	2.161934	0.0	5.7037618E-5	0.001	2267	tags=51%, list=16%, signal=60%	
REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	Details ...	131	0.65845567	2.1409647	0.0	5.403564E-5	0.001	1861	tags=41%, list=13%, signal=47%	
ELASTIC FIBRE FORMATION%REACTOME DATABASE ID RELEASE 75%1566948	ELASTIC FIBRE FORMATION%REACTOME DATABASE ID RELEASE 75%1566948	Details ...	37	0.7768055	2.1372194	0.0	5.1333856E-5	0.001	2555	tags=78%, list=18%, signal=96%	
POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018	POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018		111	0.66591465	2.1275015	0.0	4.888939E-5	0.001	2502	tags=51%, list=18%, signal=62%	
NEGATIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050866	NEGATIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050866		73	0.7014543	2.1251645	0.0	4.6667144E-5	0.001	1963	tags=49%, list=14%, signal=57%	
BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS	BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS		35	0.7699348	2.1250157	0.0	4.463814E-5	0.001	2169	tags=74%, list=16%, signal=88%	
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665		52	0.72633654	2.1154904	0.0	4.2778214E-5	0.001	1678	tags=44%, list=12%, signal=50%	
REGULATION OF TISSUE REMODELING%GOBP%GO:0034103	REGULATION OF TISSUE REMODELING%GOBP%GO:0034103		34	0.7830074	2.1153042	0.0	4.1067084E-5	0.001	1181	tags=38%, list=8%, signal=42%	
ECM PROTEOGLYCANS%REACTOME DATABASE ID RELEASE 75%3000178	ECM PROTEOGLYCANS%REACTOME DATABASE ID RELEASE 75%3000178		42	0.7505486	2.1134088	0.0	3.9487582E-5	0.001	1571	tags=60%, list=11%, signal=67%	
HALLMARK_COAGULATION%MSIGDB_C2%HALLMARK_COAGULATION	HALLMARK_COAGULATION%MSIGDB_C2%HALLMARK_COAGULATION		58	0.7099751	2.0998552	0.0	3.802508E-5	0.001	1966	tags=52%, list=14%, signal=60%	
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251		122	0.64420915	2.0945299	0.0	3.6667043E-5	0.001	2230	tags=39%, list=16%, signal=46%	
REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010594	REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010594		130	0.6384365	2.0943887	0.0	3.540266E-5	0.001	1892	tags=35%, list=14%, signal=40%	
REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043535	REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043535		69	0.69195825	2.0933862	0.0	3.4222572E-5	0.001	1314	tags=35%, list=9%, signal=38%	
POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409	POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409		120	0.6450595	2.090738	0.0	3.3118617E-5	0.001	1849	tags=43%, list=13%, signal=49%	
VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2	VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2		28	0.79862916	2.0830562	0.0	6.374088E-5	0.002	916	tags=46%, list=7%, signal=50%	
REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660	REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660		61	0.69999915	2.0812824	0.0	6.180934E-5	0.002	1892	tags=48%, list=14%, signal=55%	
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%R-HSA-381426.2	REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%R-HSA-381426.2		80	0.66428596	2.0802476	0.0	5.999142E-5	0.002	2881	tags=65%, list=21%, signal=81%	
NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695	NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695		61	0.70578873	2.0800362	0.0	5.827738E-5	0.002	1963	tags=49%, list=14%, signal=57%	
REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022407	REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022407		198	0.61175185	2.0799162	0.0	5.665856E-5	0.002	2587	tags=46%, list=19%, signal=56%	
PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY		39	0.73980737	2.0752842	0.0	5.512725E-5	0.002	2285	tags=72%, list=16%, signal=86%	
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105		118	0.6414527	2.072515	0.0	5.3676533E-5	0.002	1913	tags=38%, list=14%, signal=44%	
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696	POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696		134	0.62705255	2.0711064	0.0	5.2300213E-5	0.002	2230	tags=37%, list=16%, signal=44%	
NEGATIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903038	NEGATIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903038		47	0.7130259	2.0696309	0.0	5.09927E-5	0.002	1963	tags=47%, list=14%, signal=54%	
REGULATION OF ANGIOGENESIS%GOBP%GO:0045765	REGULATION OF ANGIOGENESIS%GOBP%GO:0045765		181	0.6072418	2.0605247	0.0	4.974898E-5	0.002	2651	tags=48%, list=19%, signal=58%	
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708	POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708		96	0.64263797	2.057307	0.0	9.781825E-5	0.004	1913	tags=41%, list=14%, signal=47%	
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME DATABASE ID RELEASE 75%2022090	ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME DATABASE ID RELEASE 75%2022090		46	0.71210295	2.0568147	0.0	9.554341E-5	0.004	2555	tags=72%, list=18%, signal=88%	
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946		47	0.71172863	2.0561705	0.0	9.337197E-5	0.004	1678	tags=45%, list=12%, signal=51%	
NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070664	NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070664		24	0.8038654	2.0555103	0.0	9.1297035E-5	0.004	1578	tags=50%, list=11%, signal=56%	
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107	POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107		63	0.68033826	2.0545695	0.0	8.9312314E-5	0.004	1913	tags=46%, list=14%, signal=53%	
EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837	EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837		57	0.69595313	2.0521677	0.0	8.741206E-5	0.004	1843	tags=44%, list=13%, signal=50%	
REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010632	REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010632		173	0.611064	2.0446239	0.0	1.499316E-4	0.007	1175	tags=27%, list=8%, signal=29%	
NEGATIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050868	NEGATIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050868		40	0.7349923	2.0424182	0.0	1.4687178E-4	0.007	1963	tags=52%, list=14%, signal=61%	
POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671	POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671		46	0.7140446	2.0410392	0.0	1.4393433E-4	0.007	1678	tags=46%, list=12%, signal=52%	
NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818	NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818		129	0.61277527	2.0373714	0.0	1.4111209E-4	0.007	2018	tags=35%, list=14%, signal=40%	
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514		182	0.60216933	2.0341618	0.0	1.5806427E-4	0.008	2173	tags=43%, list=16%, signal=51%	
REGULATION OF PATHWAY-RESTRICTED SMAD PROTEIN PHOSPHORYLATION%GOBP%GO:0060393	REGULATION OF PATHWAY-RESTRICTED SMAD PROTEIN PHOSPHORYLATION%GOBP%GO:0060393		44	0.7148268	2.0336802	0.0	1.5508193E-4	0.008	1963	tags=52%, list=14%, signal=61%	
REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001936	REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001936		94	0.6378122	2.0334883	0.0	1.5221004E-4	0.008	1013	tags=31%, list=7%, signal=33%	
NEGATIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050672	NEGATIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050672		21	0.80850536	2.02968	0.0	1.4944258E-4	0.008	1861	tags=57%, list=13%, signal=66%	
POSITIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050867	POSITIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050867		141	0.6176274	2.0293298	0.0	1.4677396E-4	0.008	2230	tags=38%, list=16%, signal=44%	
POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010634	POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010634		117	0.62038165	2.0286748	0.0	1.4419899E-4	0.008	3216	tags=49%, list=23%, signal=63%	
REGULATION OF CHONDROCYTE DIFFERENTIATION%GOBP%GO:0032330	REGULATION OF CHONDROCYTE DIFFERENTIATION%GOBP%GO:0032330		25	0.790535	2.0276039	0.0	1.5934894E-4	0.009	1256	tags=48%, list=9%, signal=53%	
AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK	AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK		53	0.69760257	2.025197	0.0	1.7413717E-4	0.01	1597	tags=47%, list=11%, signal=53%	
ANGIOGENESIS%GOBP%GO:0001525	ANGIOGENESIS%GOBP%GO:0001525		141	0.6115846	2.0246708	0.0	1.7123489E-4	0.01	2173	tags=43%, list=16%, signal=50%	
HORMONE METABOLIC PROCESS%GOBP%GO:0042445	HORMONE METABOLIC PROCESS%GOBP%GO:0042445		87	0.6515444	2.0221596	0.0	1.851789E-4	0.011	1978	tags=39%, list=14%, signal=45%	
POSITIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042102	POSITIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042102		32	0.76323634	2.0169098	0.0	2.1540334E-4	0.013	1678	tags=56%, list=12%, signal=64%	
MOLECULES ASSOCIATED WITH ELASTIC FIBRES%REACTOME DATABASE ID RELEASE 75%2129379	MOLECULES ASSOCIATED WITH ELASTIC FIBRES%REACTOME DATABASE ID RELEASE 75%2129379		26	0.77746207	2.0149605	0.0	2.1198425E-4	0.013	2522	tags=77%, list=18%, signal=94%	
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034		153	0.606175	2.013476	0.0	2.0867199E-4	0.013	2587	tags=46%, list=19%, signal=56%	
NEGATIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022408	NEGATIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022408		81	0.6480288	2.0122468	0.0	2.0546166E-4	0.013	1963	tags=42%, list=14%, signal=49%	
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238		29	0.7610933	2.0090973	0.0	2.331169E-4	0.015	1073	tags=41%, list=8%, signal=45%	
COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199	COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199		77	0.6508847	2.0082889	0.0	2.4484456E-4	0.016	2560	tags=69%, list=18%, signal=84%	
ADIPOGENESIS%WIKIPATHWAYS_20210210%WP236%HOMO SAPIENS	ADIPOGENESIS%WIKIPATHWAYS_20210210%WP236%HOMO SAPIENS		82	0.64100385	2.0069442	0.0	2.716819E-4	0.018	2226	tags=45%, list=16%, signal=53%	
INTEGRIN CELL SURFACE INTERACTIONS%REACTOME%R-HSA-216083.3	INTEGRIN CELL SURFACE INTERACTIONS%REACTOME%R-HSA-216083.3		44	0.710361	2.0063927	0.0	2.8270684E-4	0.019	2333	tags=61%, list=17%, signal=73%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE		86	0.64624786	2.0039408	0.0	2.786682E-4	0.019	1999	tags=38%, list=14%, signal=45%	
COLLAGEN CHAIN TRIMERIZATION%REACTOME DATABASE ID RELEASE 75%8948216	COLLAGEN CHAIN TRIMERIZATION%REACTOME DATABASE ID RELEASE 75%8948216		36	0.73104084	1.997878	0.0	3.3303082E-4	0.023	2541	tags=75%, list=18%, signal=92%	
POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010595	POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010595		87	0.6386804	1.9978147	0.0	3.2840538E-4	0.023	1012	tags=29%, list=7%, signal=31%	
REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697	REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697		173	0.5936152	1.995479	0.0	3.6592587E-4	0.026	2219	tags=31%, list=16%, signal=36%	
REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619	REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619		70	0.65772194	1.9949298	0.0	3.609809E-4	0.026	1828	tags=39%, list=13%, signal=44%	
RETINOID METABOLIC PROCESS%GOBP%GO:0001523	RETINOID METABOLIC PROCESS%GOBP%GO:0001523		50	0.6786684	1.9886575	0.0	4.5251957E-4	0.032	2226	tags=48%, list=16%, signal=57%	
NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032945	NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032945		21	0.80850536	1.9880158	0.0	4.465654E-4	0.032	1861	tags=57%, list=13%, signal=66%	
OSSIFICATION%GOBP%GO:0001503	OSSIFICATION%GOBP%GO:0001503		110	0.62127787	1.9873532	0.0	4.5406417E-4	0.033	1948	tags=33%, list=14%, signal=38%	
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685		97	0.6277092	1.9865314	0.0	4.4824288E-4	0.033	1693	tags=30%, list=12%, signal=34%	
TGF-BETA RECEPTOR SIGNALLING IN SKELETAL DYSPLASIAS%WIKIPATHWAYS_20210210%WP4816%HOMO SAPIENS	TGF-BETA RECEPTOR SIGNALLING IN SKELETAL DYSPLASIAS%WIKIPATHWAYS_20210210%WP4816%HOMO SAPIENS		39	0.7113273	1.9843525	0.0	4.557211E-4	0.034	1988	tags=44%, list=14%, signal=51%	
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704		50	0.6823136	1.9835603	0.0	4.6281074E-4	0.035	1702	tags=42%, list=12%, signal=48%	
LEUKOCYTE HOMEOSTASIS%GOBP%GO:0001776	LEUKOCYTE HOMEOSTASIS%GOBP%GO:0001776		19	0.8169234	1.9804717	0.0	5.0780264E-4	0.039	1188	tags=37%, list=9%, signal=40%	
ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:0035987	ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:0035987		27	0.75104797	1.9797306	0.0	5.0160993E-4	0.039	1571	tags=44%, list=11%, signal=50%	
IL4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL4-MEDIATED SIGNALING EVENTS	IL4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL4-MEDIATED SIGNALING EVENTS		37	0.7278532	1.9796807	0.0	4.9556646E-4	0.039	1349	tags=46%, list=10%, signal=51%	
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536	POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536		42	0.70330566	1.9791757	0.0	5.0178677E-4	0.04	3170	tags=62%, list=23%, signal=80%	
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY	PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY		26	0.7758014	1.9778947	0.0	5.3222274E-4	0.043	916	tags=42%, list=7%, signal=45%	
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043370	REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043370		20	0.7859316	1.9776628	0.0	5.3797226E-4	0.044	717	tags=40%, list=5%, signal=42%	
REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688	REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688		64	0.6607125	1.9762906	0.0	5.554859E-4	0.046	1539	tags=28%, list=11%, signal=31%	
TISSUE REMODELING%GOBP%GO:0048771	TISSUE REMODELING%GOBP%GO:0048771		31	0.7277579	1.9750191	0.0	5.608342E-4	0.047	1126	tags=35%, list=8%, signal=39%	
DITERPENOID METABOLIC PROCESS%GOBP%GO:0016101	DITERPENOID METABOLIC PROCESS%GOBP%GO:0016101		52	0.6750726	1.9747993	0.0	5.545326E-4	0.047	2226	tags=48%, list=16%, signal=57%	
REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678	REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678		179	0.5846457	1.9744807	0.0	5.483712E-4	0.047	2681	tags=41%, list=19%, signal=51%	
NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162	NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162		155	0.5888107	1.9738295	0.0	5.536452E-4	0.047	1578	tags=34%, list=11%, signal=37%	
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000514	REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000514		26	0.76301444	1.9730731	0.0	5.700382E-4	0.048	1578	tags=50%, list=11%, signal=56%	
ENDOCRINE PROCESS%GOBP%GO:0050886	ENDOCRINE PROCESS%GOBP%GO:0050886		17	0.8399407	1.96721	0.0	6.6387973E-4	0.057	1723	tags=82%, list=12%, signal=94%	
POSITIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048146	POSITIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048146		24	0.7917448	1.9668766	0.0	6.6767615E-4	0.058	1119	tags=46%, list=8%, signal=50%	
LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS	LUNG FIBROSIS%WIKIPATHWAYS_20210210%WP3624%HOMO SAPIENS		27	0.75890774	1.9632478	0.0	7.257592E-4	0.063	1679	tags=56%, list=12%, signal=63%	
SKIN DEVELOPMENT%GOBP%GO:0043588	SKIN DEVELOPMENT%GOBP%GO:0043588		68	0.6467657	1.9627422	0.0	7.1819924E-4	0.063	1467	tags=37%, list=11%, signal=41%	
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048662	NEGATIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048662		25	0.76009876	1.9600991	0.0	7.530907E-4	0.066	1878	tags=56%, list=13%, signal=65%	
